Sn,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,imdb_score,budget,gross,profit_percent,Hit/Flop
1838,Pineapple Express,David Gordon Green,James Franco,Gary Cole,Rosie Perez,Action|Comedy|Crime,7,27000000,87341380,2.234865926,HIT
1839,Ever After: A Cinderella Story,Andy Tennant,Anjelica Huston,Dougray Scott,Jeanne Moreau,Comedy|Drama|Romance,7,26000000,65703412,1.527054308,HIT
1840,Open Range,Kevin Costner,Robert Duvall,Michael Jeter,Julian Richings,Drama|Romance|Western,7.5,22000000,58328680,1.651303636,HIT
1841,Flatliners,Joel Schumacher,Julia Roberts,Oliver Platt,Hope Davis,Drama|Horror|Sci-Fi|Thriller,6.6,26000000,61490000,1.365,HIT
1843,A Bridge Too Far,Richard Attenborough,Ryan O'Neal,Dirk Bogarde,Wolfgang Preiss,Drama|History|War,7.4,26000000,50800000,0.953846154,HIT
1844,Red Eye,Wes Craven,Robert Pine,Carl Gilliard,Suzie Plakson,Mystery|Thriller,6.5,26000000,57859105,1.225350192,HIT
1845,Final Destination 2,David R. Ellis,Sarah Carter,Michael Landes,Keegan Connor Tracy,Horror|Thriller,6.2,26000000,46455802,0.786761615,HIT
1846,"O Brother, Where Art Thou?",Joel Coen,Holly Hunter,Tim Blake Nelson,Daniel von Bargen,Adventure|Comedy|Crime|Music,7.8,26000000,45506619,0.750254577,HIT
1847,Legion,Scott Stewart,Dennis Quaid,Kate Walsh,Charles S. Dutton,Action|Fantasy|Horror,5.2,26000000,40168080,0.544926154,HIT
1848,Pain & Gain,Michael Bay,Dwayne Johnson,Larry Hankin,Michael Rispoli,Comedy|Crime|Drama,6.5,26000000,49874933,0.918266654,HIT
1849,In Good Company,Paul Weitz,Scarlett Johansson,Ty Burrell,Dennis Quaid,Comedy|Drama|Romance,6.5,26000000,45489752,0.749605846,HIT
1850,Clockstoppers,Jonathan Frakes,Michael Biehn,Paula Garcés,Jason George,Action|Adventure|Comedy|Sci-Fi|Thriller,5.2,26000000,36985501,0.422519269,HIT
1851,Silverado,Lawrence Kasdan,Scott Glenn,Todd Allen,Brad Leland,Action|Crime|Drama|Western,7.2,26000000,33200000,0.276923077,HIT
1852,Brothers,Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Bailee Madison,Drama|Thriller,7.1,26000000,28501651,0.096217346,HIT
1853,Agent Cody Banks 2: Destination London,Kevin Allen,Daniel Roebuck,Frankie Muniz,David Kelly,Action|Adventure|Comedy|Family|Romance|Sci-Fi,4.5,26000000,23222861,-0.106813038,FLOP
1854,New Year's Eve,Garry Marshall,Robert De Niro,Common,Seth Meyers,Comedy|Romance,5.7,56000000,54540525,-0.026062054,FLOP
1855,Original Sin,Michael Cristofer,Angelina Jolie Pitt,Gregory Itzin,Jack Thompson,Drama|Mystery|Romance|Thriller,6,42000000,16252765,-0.613029405,FLOP
1856,The Raven,James McTeigue,Pam Ferris,Dave Legeno,Kevin McNally,Crime|Mystery|Thriller,6.4,26000000,16005978,-0.384385462,FLOP
1857,Welcome to Mooseport,Donald Petrie,Rip Torn,Ray Romano,Maura Tierney,Comedy|Romance,5.2,26000000,14469428,-0.443483538,FLOP
1858,Highlander: The Final Dimension,Andrew Morahan,Christopher Lambert,Mako,Mario Van Peebles,Action|Fantasy|Romance|Sci-Fi,4.3,26000000,13829734,-0.468087154,FLOP
1859,Blood and Wine,Bob Rafelson,Harold Perrineau,Mike Starr,Judy Davis,Crime|Drama|Thriller,6.1,22000000,1075288,-0.951123273,FLOP
1861,The Curse of the Jade Scorpion,Woody Allen,Woody Allen,Elizabeth Berkley,Peter Gerety,Comedy|Crime|Mystery|Romance,6.8,26000000,7496522,-0.711672231,FLOP
1863,Flipper,Alan Shapiro,Paul Hogan,Chelsea Field,Jessica Wesson,Adventure|Family,5.2,25530000,20047715,-0.214738935,FLOP
1864,Self/less,Tarsem Singh,Ryan Reynolds,Derek Luke,Sandra Ellis Lafferty,Action|Mystery|Sci-Fi|Thriller,6.5,26000000,12276810,-0.527815,FLOP
1865,The Constant Gardener,Fernando Meirelles,Archie Panjabi,Danny Huston,Donald Sumpter,Drama|Mystery|Romance|Thriller,7.5,15000000,33565375,1.237691667,HIT
1866,The Passion of the Christ,Mel Gibson,Christo Jivkov,Maia Morgenstern,Hristo Shopov,Drama,7.1,30000000,499263,-0.9833579,FLOP
1867,Mrs. Doubtfire,Chris Columbus,Robin Williams,Mara Wilson,Matthew Lawrence,Comedy|Drama|Family|Romance,6.9,25000000,219200000,7.768,HIT
1868,Rain Man,Barry Levinson,Tom Cruise,Valeria Golino,Beth Grant,Drama,8,25000000,172825435,5.9130174,HIT
1869,Gran Torino,Clint Eastwood,Clint Eastwood,Dreama Walker,Ahney Her,Drama,8.2,33000000,148085755,3.487447121,HIT
1870,W.,Oliver Stone,Toby Jones,Scott Glenn,Bruce McGill,Biography|Drama|History,6.4,25100000,25517500,0.016633466,HIT
1871,Taken,Pierre Morel,Liam Neeson,Holly Valance,Xander Berkeley,Action|Thriller,7.9,25000000,145000989,4.80003956,HIT
1872,The Best of Me,Michael Hoffman,Luke Bracey,Gerald McRaney,Clarke Peters,Drama|Romance,6.7,26000000,26761283,0.029280115,HIT
1873,The Bodyguard,Mick Jackson,Bill Cobbs,Mike Starr,DeVaughn Nixon,Action|Drama|Music|Romance,6.1,25000000,121945720,3.8778288,HIT
1874,Schindler's List,Steven Spielberg,Liam Neeson,Embeth Davidtz,Caroline Goodall,Biography|Drama|History,8.9,22000000,96067179,3.366689955,HIT
1875,The Help,Tate Taylor,Emma Stone,Bryce Dallas Howard,Mike Vogel,Drama,8.1,25000000,169705587,5.78822348,HIT
1876,The Fifth Estate,Bill Condon,Benedict Cumberbatch,Peter Capaldi,Jamie Blackley,Biography|Drama|Thriller,6.2,28000000,3254172,-0.883779571,FLOP
1877,Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson,Adventure|Comedy|Family|Fantasy|Horror|Mystery,4.9,80000000,84185387,0.052317338,HIT
1879,Freddy vs. Jason,Ronny Yu,Katharine Isabelle,Jason Ritter,Zack Ward,Action|Horror|Thriller,5.8,30000000,82163317,1.738777233,HIT
1881,Jimmy Neutron: Boy Genius,John A. Davis,Martin Short,Rob Paulsen,Andrea Martin,Action|Adventure|Animation|Comedy|Family|Sci-Fi,6,30000000,80920948,1.697364933,HIT
1882,Cloverfield,Matt Reeves,Mike Vogel,Ben Feldman,Liza Lapira,Action|Adventure|Horror|Sci-Fi,7,25000000,80034302,2.20137208,HIT
1883,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,Kevin Nash,Paige Turco,Ernie Reyes Jr.,Action|Adventure|Comedy|Family|Sci-Fi,6,25000000,78656813,2.14627252,HIT
1884,The Untouchables,Brian De Palma,Robert De Niro,Billy Drago,Charles Martin Smith,Crime|Drama|Thriller,7.9,25000000,76270454,2.05081816,HIT
1885,No Country for Old Men,Ethan Coen,Kelly Macdonald,Stephen Root,Barry Corbin,Crime|Drama|Thriller,8.1,25000000,74273505,1.9709402,HIT
1886,Ride Along,Tim Story,Bruce McGill,Tika Sumpter,Bryan Callen,Action|Comedy|Crime|Romance,6.2,25000000,134141530,4.3656612,HIT
1887,Bridget Jones's Diary,Sharon Maguire,Colin Firth,Jim Broadbent,Shirley Henderson,Comedy|Drama|Romance,6.7,26000000,71500556,1.750021385,HIT
1888,Chocolat,Lasse Hallström,Lena Olin,Leslie Caron,Hugh O'Conor,Drama|Romance,7.3,25000000,71309760,1.8523904,HIT
1889,"Legally Blonde 2: Red, White & Blonde",Charles Herman-Wurmfeld,Mary Lynn Rajskub,Bruce McGill,Bob Newhart,Comedy,4.6,45000000,89808372,0.9957416,HIT
1890,Parental Guidance,Andy Fickman,Bailee Madison,Gedde Watanabe,Tom Everett Scott,Comedy|Family,6.1,25000000,77264926,2.09059704,HIT
1891,No Strings Attached,Ivan Reitman,Natalie Portman,Greta Gerwig,Mindy Kaling,Comedy|Romance,6.2,25000000,70625986,1.82503944,HIT
1892,Tombstone,George P. Cosmatos,Michael Biehn,Dana Delany,Powers Boothe,Action|Biography|Drama|History|Romance|Western,7.8,25000000,56505065,1.2602026,HIT
1893,Romeo Must Die,Andrzej Bartkowiak,Jet Li,Delroy Lindo,Aaliyah,Action|Crime|Thriller,6.1,25000000,55973336,1.23893344,HIT
1895,Final Destination 3,James Wong,Chelan Simmons,Gina Holden,Crystal Lowe,Horror,5.8,25000000,54098051,1.16392204,HIT
1896,The Lucky One,Scott Hicks,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson,Drama|Romance,6.5,25000000,60443237,1.41772948,HIT
1897,Bridge to Terabithia,Gabor Csupo,Josh Hutcherson,Zooey Deschanel,Bailee Madison,Adventure|Drama|Family|Fantasy,7.2,17000000,82234139,3.837302294,HIT
1898,Finding Neverland,Marc Forster,Johnny Depp,Kate Winslet,Kelly Macdonald,Biography|Drama|Family,7.8,25000000,51676606,1.06706424,HIT
1899,A Madea Christmas,Tyler Perry,Alicia Witt,Tika Sumpter,Larry the Cable Guy,Comedy|Drama,4.7,25000000,52528330,1.1011332,HIT
1900,The Grey,Joe Carnahan,Liam Neeson,Frank Grillo,James Badge Dale,Action|Adventure|Drama|Thriller,6.8,25000000,51533608,1.06134432,HIT
1901,Hide and Seek,John Polson,Robert De Niro,Dylan Baker,Robert John Burke,Drama|Horror|Mystery|Thriller,5.9,30000000,51097664,0.703255467,HIT
1902,Anchorman: The Legend of Ron Burgundy,Adam McKay,Darcy Donavan,Will Ferrell,Steve Carell,Comedy,7.2,26000000,84136909,2.236034962,HIT
1903,Goodfellas,Martin Scorsese,Robert De Niro,Mike Starr,Paul Sorvino,Biography|Crime|Drama,8.7,25000000,46836394,0.87345576,HIT
1904,Agent Cody Banks,Harald Zwart,Daniel Roebuck,Frankie Muniz,Chris Gauthier,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,5,26000000,47285499,0.818673038,HIT
1905,Nanny McPhee,Kirk Jones,Colin Firth,Kelly Macdonald,Imelda Staunton,Comedy|Family|Fantasy,6.6,25000000,47124400,0.884976,HIT
1906,Scarface,Brian De Palma,Al Pacino,F. Murray Abraham,Mary Elizabeth Mastrantonio,Crime|Drama,8.3,25000000,44700000,0.788,HIT
1907,Nothing to Lose,Steve Oedekerk,Kelly Preston,Michael McKean,Rebecca Gayheart,Action|Adventure|Comedy|Crime,6.7,25000000,44455658,0.77822632,HIT
1908,The Last Emperor,Bernardo Bertolucci,Cary-Hiroyuki Tagawa,Joan Chen,Victor Wong,Biography|Drama|History,7.8,23000000,43984230,0.912357826,HIT
1909,Contraband,Baltasar Kormákur,J.K. Simmons,David O'Hara,Lukas Haas,Action|Crime|Drama|Thriller,6.5,25000000,66489425,1.659577,HIT
1910,Money Talks,Brett Ratner,Heather Locklear,Paul Sorvino,Faizon Love,Action|Comedy|Crime|Thriller,6.1,25000000,41067398,0.64269592,HIT
1911,There Will Be Blood,Paul Thomas Anderson,Jim Meskimen,Paul F. Tompkins,Kevin Breznahan,Drama,8.1,25000000,40218903,0.60875612,HIT
1912,The Wild Thornberrys Movie,Cathy Malkasian,Alfre Woodard,Flea,Cree Summer,Adventure|Animation|Comedy|Family|Fantasy,5.2,25000000,39880476,0.59521904,HIT
1913,Rugrats Go Wild,John Eng,Elizabeth Daily,Cree Summer,Nancy Cartwright,Adventure|Animation|Comedy|Family|Fantasy|Musical,5.6,25000000,39399750,0.57599,HIT
1914,Undercover Brother,Malcolm D. Lee,Dave Chappelle,Eddie Griffin,Chi McBride,Action|Comedy,5.8,25000000,38230435,0.5292174,HIT
1915,The Sisterhood of the Traveling Pants,Ken Kwapis,Mike Vogel,America Ferrera,Kyle Schmid,Comedy|Drama|Family|Romance,6.6,25000000,39008741,0.56034964,HIT
1916,Kiss of the Dragon,Chris Nahon,Jet Li,Bridget Fonda,Max Ryan,Action|Crime|Drama|Thriller,6.6,25000000,36833473,0.47333892,HIT
1917,The House Bunny,Fred Wolf,Emma Stone,Katharine McPhee,Beverly D'Angelo,Comedy|Romance,5.5,25000000,48237389,0.92949556,HIT
1919,Million Dollar Arm,Craig Gillespie,Jon Hamm,Suraj Sharma,Gregory Alan Williams,Biography|Drama|Sport,7,25000000,36447959,0.45791836,HIT
1920,The Giver,Phillip Noyce,Jeff Bridges,Meryl Streep,Alexander Skarsgård,Drama|Romance|Sci-Fi,6.5,25000000,45089048,0.80356192,HIT
1921,What a Girl Wants,Dennie Gordon,Colin Firth,Oliver James,Kelly Preston,Comedy|Drama|Family|Romance,5.8,20000000,35990505,0.79952525,HIT
1922,Jeepers Creepers II,Victor Salva,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,Horror,5.6,17000000,35143332,1.067254824,HIT
1923,Good Luck Chuck,Mark Helfrich,Dane Cook,Dan Fogler,Chelan Simmons,Comedy|Romance,5.6,25000000,35000629,0.40002516,HIT
1924,Cradle 2 the Grave,Andrzej Bartkowiak,Jet Li,Tom Arnold,DMX,Action|Crime|Drama|Thriller,5.8,30000000,34604054,0.153468467,HIT
1925,The Hours,Stephen Daldry,Meryl Streep,Stephen Dillane,Miranda Richardson,Drama|Romance,7.6,25000000,41597830,0.6639132,HIT
1926,She's the Man,Andy Fickman,Channing Tatum,Alexandra Breckenridge,Laura Ramsey,Comedy|Romance,6.4,20000000,33687630,0.6843815,HIT
1927,Mr. Bean's Holiday,Steve Bendelack,Lily Atkinson,Emma de Caunes,Steve Pemberton,Comedy|Family,6.3,25000000,32553210,0.3021284,HIT
1928,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner,Action|Adventure|Horror|Thriller,4.6,25000000,31526393,0.26105572,HIT
1929,Blood Ties,Guillaume Canet,Mila Kunis,Lili Taylor,Billy Crudup,Crime|Drama|Thriller,6.5,25500000,41229,-0.998383176,FLOP
1930,August Rush,Kirsten Sheridan,Robin Williams,Aaron Staton,Marian Seldes,Drama|Music,7.5,30000000,31655091,0.0551697,HIT
1931,Elizabeth,Shekhar Kapur,Fanny Ardant,John Gielgud,Eric Cantona,Biography|Drama|History,7.5,25000000,30012990,0.2005196,HIT
1932,Bride of Chucky,Ronny Yu,Alexis Arquette,Park Bench,Vince Corazza,Comedy|Fantasy|Horror|Romance,5.3,25000000,32368960,0.2947584,HIT
1933,Tora! Tora! Tora!,Richard Fleischer,Joseph Cotten,Richard Anderson,James Whitmore,Action|Drama|History|War,7.5,25000000,14500000,-0.42,FLOP
1934,Spice World,Bob Spiers,Jason Flemyng,Richard Briers,Victoria Beckham,Comedy|Family|Music,3.3,25000000,29247405,0.1698962,HIT
1936,Dance Flick,Damien Dante Wayans,Damon Wayans Jr.,Essence Atkins,Chris Elliott,Action|Comedy|Music,3.5,25000000,25615792,0.02463168,HIT
1937,The Shawshank Redemption,Frank Darabont,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,Crime|Drama,9.3,25000000,28341469,0.13365876,HIT
1938,Crocodile Dundee in Los Angeles,Simon Wincer,Jere Burns,Paul Hogan,Linda Kozlowski,Adventure|Comedy|Crime,4.8,21150000,25590119,0.209934704,HIT
1939,Kingpin,Bobby Farrelly,Bill Murray,Lin Shaye,Richard Tyson,Comedy|Sport,6.9,27000000,24944213,-0.076140259,FLOP
1940,The Gambler,Rupert Wyatt,George Kennedy,Cjon Saulsberry,Griffin Cleveland,Crime|Drama|Thriller,6,25000000,33631221,0.34524884,HIT
1941,August: Osage County,John Wells,Benedict Cumberbatch,Meryl Streep,Julia Roberts,Drama,7.3,25000000,37738400,0.509536,HIT
1943,A Lot Like Love,Nigel Cole,Aimee Garcia,Tyrone Giordano,James Read,Comedy|Drama|Romance,6.6,30000000,21835784,-0.272140533,FLOP
1944,Eddie the Eagle,Dexter Fletcher,Hugh Jackman,Taron Egerton,Tim McInnerny,Biography|Comedy|Drama|Sport,7.5,23000000,15785632,-0.313668174,FLOP
1945,He Got Game,Spike Lee,Denzel Washington,Milla Jovovich,Rosario Dawson,Drama|Sport,6.9,25000000,21554585,-0.1378166,FLOP
1946,Don Juan DeMarco,Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway,Comedy|Drama|Romance,6.8,25000000,22200000,-0.112,FLOP
1948,Dear John,Lasse Hallström,Channing Tatum,Henry Thomas,Scott Porter,Drama|Romance|War,6.3,25000000,80014842,2.20059368,HIT
1949,The Losers,Sylvain White,Chris Evans,Jason Patric,Óscar Jaenada,Action|Crime|Drama|Mystery|Thriller,6.4,25000000,23527955,-0.0588818,FLOP
1950,Don't Be Afraid of the Dark,Troy Nixey,Bailee Madison,Alan Dale,Jack Thompson,Fantasy|Horror|Thriller,5.6,25000000,24042490,-0.0383004,FLOP
1951,War,Philip G. Atwell,Jason Statham,Jet Li,Nadine Velazquez,Action|Crime|Thriller,6.3,25000000,22466994,-0.10132024,FLOP
1952,Punch-Drunk Love,Paul Thomas Anderson,Adam Sandler,Emily Watson,Don McManus,Comedy|Drama|Romance|Thriller,7.3,25000000,17791031,-0.28835876,FLOP
1953,EuroTrip,Jeff Schaffer,Matt Damon,Scott Mechlowicz,Jacob Pitts,Comedy,6.6,25000000,17718223,-0.29127108,FLOP
1954,Half Past Dead,Don Michael Paul,Claudia Christian,Nia Peeples,Tony Plana,Action|Crime|Thriller,4.6,13000000,15361537,0.181656692,HIT
1955,Unaccompanied Minors,Paul Feig,Tyler James Williams,Rob Riggle,B.J. Novak,Adventure|Comedy|Family|Romance,5.1,26000000,16647384,-0.359716,FLOP
1956,"Bright Lights, Big City",James Bridges,Dianne Wiest,Phoebe Cates,Swoosie Kurtz,Drama,5.6,25000000,16118077,-0.35527692,FLOP
1957,The Adventures of Pinocchio,Steve Barron,Martin Landau,Udo Kier,Bebe Neuwirth,Adventure|Family|Fantasy|Musical,5.3,25000000,15091542,-0.39633832,FLOP
1959,The Box,Richard Kelly,Frank Langella,Gillian Jacobs,Celia Weston,Drama|Fantasy|Mystery|Thriller,5.6,16000000,15045676,-0.05964525,FLOP
1960,The Ruins,Carter Smith,Laura Ramsey,Jonathan Tucker,Sergio Calderón,Horror,5.9,8000000,17427926,1.17849075,HIT
1961,The Next Best Thing,John Schlesinger,Mark Valley,Rupert Everett,Illeana Douglas,Comedy|Drama|Romance,4.7,25000000,14983572,-0.40065712,FLOP
1962,My Soul to Take,Wes Craven,Frank Grillo,Emily Meade,Zena Grey,Horror|Mystery|Thriller,4.8,25000000,14637490,-0.4145004,FLOP
1963,The Girl Next Door,Luke Greenfield,Chris Marquette,Timothy Bottoms,Jacob Young,Comedy|Drama|Romance,6.8,25000000,14589444,-0.41642224,FLOP
1964,Maximum Risk,Ringo Lam,Natasha Henstridge,Zach Grenier,Paul Ben-Victor,Action|Crime|Mystery|Romance|Thriller,5.4,25000000,14095303,-0.43618788,FLOP
1965,Stealing Harvard,Bruce McCulloch,Martin Starr,Megan Mullally,Chris Penn,Comedy|Crime,5.1,25000000,13973532,-0.44105872,FLOP
1966,Legend,Brian Helgeland,Tom Hardy,Paul Anderson,Tara Fitzgerald,Biography|Crime|Drama|History|Thriller,7,30000000,1865774,-0.937807533,FLOP
1968,Shark Night 3D,David R. Ellis,Chris Zylka,Joel David Moore,Katharine McPhee,Horror|Thriller,4,25000000,18860403,-0.24558388,FLOP
1969,Angela's Ashes,Alan Parker,Emily Watson,Devon Murray,Pauline McLynn,Drama,7.3,25000000,13038660,-0.4784536,FLOP
1970,Draft Day,Ivan Reitman,Jennifer Garner,Chi McBride,Patrick St. Esprit,Drama|Sport,6.8,25000000,28831145,0.1532458,HIT
1973,The Conspirator,Robert Redford,Robin Wright,Tom Wilkinson,Stephen Root,Crime|Drama|History,7,25000000,11538204,-0.53847184,FLOP
1974,Lords of Dogtown,Catherine Hardwicke,Heath Ledger,Michael Angarano,Rebecca De Mornay,Biography|Drama|Sport,7.1,25000000,11008432,-0.55966272,FLOP
1975,The 33,Patricia Riggen,Marco Treviño,James Brolin,Jacob Vargas,Biography|Drama|History,6.9,26000000,12188642,-0.531206077,FLOP
1976,Big Trouble in Little China,John Carpenter,Victor Wong,Kate Burton,Peter Kwong,Action|Adventure|Comedy|Fantasy,7.3,25000000,11100000,-0.556,FLOP
1978,Warrior,Gavin O'Connor,Tom Hardy,Frank Grillo,Kevin Dunn,Drama|Sport,8.2,25000000,13651662,-0.45393352,FLOP
1979,Michael Collins,Neil Jordan,Alan Rickman,Liam Neeson,Julia Roberts,Biography|Drama|Thriller|War,7.1,28000000,11030963,-0.606037036,FLOP
1980,Gettysburg,Ron Maxwell,Tom Berenger,William Morgan Sheppard,James Patrick Stuart,Drama|History|War,7.7,25000000,10769960,-0.5692016,FLOP
1981,Stop-Loss,Kimberly Peirce,Joseph Gordon-Levitt,Channing Tatum,Abbie Cornish,Drama|War,6.5,25000000,10911750,-0.56353,FLOP
1982,Abandon,Stephen Gaghan,Charlie Hunnam,Zooey Deschanel,Tony Goldwyn,Drama|Music|Mystery|Romance|Thriller,4.9,25000000,10719367,-0.57122532,FLOP
1983,Brokedown Palace,Jonathan Kaplan,John Doe,Tom Amandes,Daniel Lapaine,Drama|Mystery|Thriller,6.4,25000000,10114315,-0.5954274,FLOP
1984,The Possession,Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror|Thriller,5.9,14000000,49122319,2.508737071,HIT
1985,Mrs. Winterbourne,Richard Benjamin,Brendan Fraser,Jane Krakowski,Cathryn de Prume,Comedy|Drama|Romance,6.2,25000000,10070000,-0.5972,FLOP
1986,Straw Dogs,Rod Lurie,Alexander Skarsgård,Laz Alonso,Rhys Coiro,Action|Drama|Thriller,5.8,25000000,10324441,-0.58702236,FLOP
1987,The Hoax,Lasse Hallström,Hope Davis,Christopher Evan Welch,James Biberi,Comedy|Drama,6.7,25000000,7156933,-0.71372268,FLOP
1988,Stone Cold,Craig R. Baxley,Brian Bosworth,Sam McMurray,Richard Gant,Action|Crime|Drama|Thriller,5.9,17000000,9286314,-0.453746235,FLOP
1989,The Road,John Hillcoat,Viggo Mortensen,Charlize Theron,Robert Duvall,Adventure|Drama,7.3,25000000,56692,-0.99773232,FLOP
1991,Underclassman,Marcos Siega,Cheech Marin,Nick Cannon,Kaylee DeFer,Action|Comedy|Crime|Drama|Thriller,4.1,25000000,5654777,-0.77380892,FLOP
1992,Say It Isn't So,J.B. Rogers,Eddie Cibrian,Chris Klein,Jack Plotnick,Comedy|Romance,4.9,25000000,5516708,-0.77933168,FLOP
1993,The World's Fastest Indian,Roger Donaldson,Anthony Hopkins,Antony Starr,Craig Hall,Biography|Drama|Sport,7.9,25000000,5128124,-0.79487504,FLOP
1994,Snakes on a Plane,David R. Ellis,Lin Shaye,Kenan Thompson,Rachel Blanchard,Action|Adventure|Crime|Drama|Thriller,5.6,33000000,34014398,0.030739333,HIT
1995,Tank Girl,Rachel Talalay,Naomi Watts,Lori Petty,Jeff Kober,Action|Comedy|Sci-Fi,5.2,25000000,4064333,-0.83742668,FLOP
1996,King's Ransom,Jeffrey W. Byrd,Donald Faison,Loretta Devine,Regina Hall,Comedy|Crime,4.1,15000000,4006906,-0.732872933,FLOP
1997,Blindness,Fernando Meirelles,Don McKellar,Joe Pingue,Yûsuke Iseya,Drama|Mystery|Sci-Fi|Thriller,6.6,25000000,3073392,-0.87706432,FLOP
1998,BloodRayne,Uwe Boll,Meat Loaf,Udo Kier,Michael Paré,Action|Adventure|Fantasy|Horror,2.9,25000000,1550000,-0.938,FLOP
2000,Where the Truth Lies,Atom Egoyan,Colin Firth,Alison Lohman,Rachel Blanchard,Crime|Drama|Mystery|Thriller,6.5,25000000,871527,-0.96513892,FLOP
2002,Without Limits,Robert Towne,Billy Burke,Monica Potter,Billy Crudup,Biography|Drama|Sport,7.2,25000000,777423,-0.96890308,FLOP
2003,Me and Orson Welles,Richard Linklater,Zoe Kazan,Aidan McArdle,James Tupper,Drama,6.8,25000000,1186957,-0.95252172,FLOP
2004,The Best Offer,Giuseppe Tornatore,Jim Sturgess,Sean Buchanan,Liya Kebede,Crime|Drama|Mystery|Romance,7.8,13500000,85433,-0.99367163,FLOP
2005,Bad Lieutenant: Port of Call New Orleans,Werner Herzog,Nicolas Cage,Shea Whigham,Shawn Hatosy,Crime|Drama,6.7,20000000,1697956,-0.9151022,FLOP
2007,Little White Lies,Guillaume Canet,François Cluzet,Benoît Magimel,Gilles Lellouche,Comedy|Drama,7.1,25000000,183662,-0.99265352,FLOP
2008,Love Ranch,Taylor Hackford,Scout Taylor-Compton,Bai Ling,Gil Birmingham,Comedy|Drama|Romance|Sport,5.7,25000000,134904,-0.99460384,FLOP
2011,The Counselor,Ridley Scott,Michael Fassbender,Brad Pitt,Goran Visnjic,Crime|Drama|Thriller,5.3,25000000,16969390,-0.3212244,FLOP
2014,Kung Fu Killer,Teddy Chan,Siu-Wong Fan,Charlie Yeung,Wai-Keung Lau,Action|Drama,6.5,25000000,129115,-0.9948354,FLOP
2016,Dangerous Liaisons,Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama|Romance,7.7,14000000,34700000,1.478571429,HIT
